// Structure Synth Pov Ray Export. 

 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.037037 0.444444 1 | 0.627451,0.427487,0.105805


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.037037 0.518519 1 | 0.734179,0.85098,0.734179


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.037037 0.444444 1 | 0.847059,0.296526,0.0963322


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.037037 0.518519 1 | 0.964706,0.877756,0.219423


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 -4.30478e-08 0.37037 1 | 0.0137793,0.878431,0.763144


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 -4.30478e-08 0.333333 1 | 0.257557,0.921569,0.169858


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 -4.30478e-08 0.407407 1 | 0.648058,0.799209,0.960784


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 -4.30478e-08 0.37037 1 | 0.444254,0.26722,0.709804


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 -4.30478e-08 0.333333 1 | 0.796078,0.206044,0.42239


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 -4.30478e-08 0.407407 1 | 0.685176,0.234248,0.878431


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 -4.30478e-08 0.333333 1 | 0.667612,0.776471,0.274048


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 -4.30478e-08 0.407407 1 | 0.428835,0.764706,0.507205


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.074074 0.37037 1 | 0.613119,0.792157,0.226774


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.074074 0.333333 1 | 0.231419,0.330736,0.388235


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.074074 0.407407 1 | 0.475617,0.717647,0.717647


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.074074 0.37037 1 | 0.831003,0.922851,0.929412


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.074074 0.333333 1 | 0.882353,0.0761246,0.627047


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.074074 0.407407 1 | 0.412026,0.772549,0.700444


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.074074 0.333333 1 | 0.960784,0.165782,0.629534


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.074074 0.407407 1 | 0.164931,0.0707113,0.47451


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.037037 0.333333 1 | 0.930657,0.964706,0.453979


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.037037 0.407407 1 | 0.968627,0.273495,0.447278


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.037037 0.333333 1 | 0.355017,0.952941,0.634048


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.037037 0.407407 1 | 0.901961,0.379354,0.205152


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 -4.30478e-08 0.592593 1 | 0.226928,0,0.439216


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 -4.30478e-08 0.555556 1 | 0.643333,0.580392,1


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 -4.30478e-08 0.62963 1 | 0.313449,0.765155,0.929412


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 -4.30478e-08 0.592593 1 | 0.843137,0.22153,0.718816


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 -4.30478e-08 0.555556 1 | 0.713661,0.400631,0.937255


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 -4.30478e-08 0.62963 1 | 0.379792,0.768627,0.593652


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 -4.30478e-08 0.555556 1 | 0.17301,0.588235,0.269896


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 -4.30478e-08 0.62963 1 | 0.917647,0.0323875,0.740595


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.074074 0.592593 1 | 0.607843,0.107266,0.0071511


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.074074 0.555556 1 | 0.76558,0.690319,0.972549


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.074074 0.62963 1 | 0.171811,0.708946,0.768627


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.074074 0.592593 1 | 0.639216,0.278247,0.452715


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.074074 0.555556 1 | 0.212318,0.621848,0.694118


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.074074 0.62963 1 | 0.643137,0.17907,0.542589


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.074074 0.555556 1 | 0.300478,0.827451,0.282307


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.074074 0.62963 1 | 0.603922,0.275436,0.0852595


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.037037 0.555556 1 | 0.913725,0.218577,0.809453


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.037037 0.62963 1 | 0.768627,0.348645,0.310465


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.037037 0.555556 1 | 0.517647,0.374837,0.109619


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.037037 0.62963 1 | 0.579618,0.819608,0.0996386


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.481481 1 | 0.921569,0.014456,0.861095


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.444444 1 | 0.574671,0.448443,0.847059


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.518519 1 | 0.167751,0.423529,0.363848


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.481481 1 | 0.753172,0.882353,0.49481


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.444444 1 | 0.770483,0.87451,0.651596


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.518519 1 | 0.647413,0.581776,0.760784


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 -4.30478e-08 0.444444 1 | 0.854902,0.28832,0.38275


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 -4.30478e-08 0.518519 1 | 0.373702,0.44782,0.635294


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.481481 1 | 0.960784,0.78935,0.69704


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.444444 1 | 0.815686,0.0639754,0.590173


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.518519 1 | 0.666667,0.400566,0.151634


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.481481 1 | 0.627111,0.976471,0.065098


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.444444 1 | 0.273203,0.819608,0.755861


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.518519 1 | 0.0590542,0.501961,0.12549


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 0.074074 0.444444 1 | 0.67451,0.174579,0.474537


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 0.074074 0.518519 1 | 0.0781238,0.101745,0.156863


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.037037 0.444444 1 | 0.288664,0.847059,0.0298962


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.037037 0.518519 1 | 0.0584391,0.298039,0.242133


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.037037 0.444444 1 | 0.683562,0.576901,0.913725


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.037037 0.518519 1 | 0.557509,0.621587,0.670588


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.37037 1 | 0.0644214,0.556863,0.019654


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.333333 1 | 0.25994,0.560784,0.085767


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.407407 1 | 0.952941,0.321384,0.584533


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.37037 1 | 0.110127,0.579334,0.85098


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.333333 1 | 0.866667,0.114366,0.0747712


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.407407 1 | 0.258362,0.386736,0.686275


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 -4.30478e-08 0.333333 1 | 0.933333,0.733856,0.534379


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 -4.30478e-08 0.407407 1 | 0.662745,0.452226,0.648711


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.37037 1 | 0.72549,0.504808,0.216225


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.333333 1 | 0.141647,0.741176,0.0494118


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.407407 1 | 0.815686,0.680378,0.36466


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.37037 1 | 0.909804,0.44955,0.825424


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.333333 1 | 0.643137,0.0378316,0.219423


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.407407 1 | 0.761945,0.94902,0.561969


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 0.074074 0.333333 1 | 0.2438,0.368627,0.141669


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 0.074074 0.407407 1 | 0.878431,0.846222,0.702745


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.037037 0.333333 1 | 0.521569,0.384529,0.247489


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.037037 0.407407 1 | 1,0.589869,0.0156863


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.037037 0.333333 1 | 0.115556,0.603778,0.866667


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.037037 0.407407 1 | 0.709804,0.12526,0.61238


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.592593 1 | 0.76079,0.298408,0.768627


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.555556 1 | 0.738547,0.0848904,0.901961


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 -4.30478e-08 0.62963 1 | 0.614994,0.698647,0.843137


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.592593 1 | 0.698039,0.459885,0.634531


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.555556 1 | 0.773369,0.827451,0.17847


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 -4.30478e-08 0.62963 1 | 0.468143,0.683017,0.858824


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 -4.30478e-08 0.555556 1 | 0.937255,0.404306,0.573073


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 -4.30478e-08 0.62963 1 | 0.437574,0.0655133,0.835294


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.592593 1 | 0.221379,0.376471,0.0944867


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.555556 1 | 0.149204,0.211931,0.776471


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.074074 0.62963 1 | 0.858824,0.266067,0.848944


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.592593 1 | 0.28143,0.717647,0.375944


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.555556 1 | 0.339165,0.229942,0.698039


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.074074 0.62963 1 | 0.823529,0.777024,0.125952


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 0.074074 0.555556 1 | 0.0640523,0.631983,0.960784


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.259259 0.074074 0.62963 1 | 0.290104,0.752941,0.248028


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.037037 0.555556 1 | 0.301961,0.184729,0.184729


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.222222 0.037037 0.62963 1 | 0.87451,0.754479,0.860506


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.037037 0.555556 1 | 0.0887659,0.24513,0.870588


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.296296 0.037037 0.62963 1 | 0.956863,0.636095,0.120077


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 -4.30478e-08 0.37037 1 | 0.132411,0.964706,0.312741


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 -4.30478e-08 0.333333 1 | 0.392729,0.611765,0.0143945


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 -4.30478e-08 0.407407 1 | 0.41015,0.996078,0.771472


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 -4.30478e-08 0.37037 1 | 0.547402,0.069604,0.572549


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 -4.30478e-08 0.333333 1 | 0.603922,0.385444,0.312618


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 -4.30478e-08 0.407407 1 | 0.200038,0.215686,0.184391


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 -4.30478e-08 0.333333 1 | 0.218439,0.44361,0.52549


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 -4.30478e-08 0.407407 1 | 0.631373,0.0297116,0.280404


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.074074 0.37037 1 | 0.552112,0.211672,0.870588


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.074074 0.333333 1 | 0.206948,0.988235,0.0116263


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.074074 0.407407 1 | 0.752941,0.20669,0.652795


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.074074 0.37037 1 | 0.49299,0.325875,0.639216


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.074074 0.333333 1 | 0.087474,0.55054,0.929412


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.074074 0.407407 1 | 0.0193772,0.494118,0.185536


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 0.074074 0.333333 1 | 0.492745,0.67451,0.100515


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 0.074074 0.407407 1 | 0.415686,0.0260823,0.298805


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.037037 0.333333 1 | 0.403922,0.133057,0.376835


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.037037 0.407407 1 | 0.513632,0.690196,0.132626


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.037037 0.333333 1 | 0.917647,0.615363,0.902533


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.037037 0.407407 1 | 0.792157,0.609909,0.108727


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 -4.30478e-08 0.592593 1 | 0.248028,0.470588,0.223299


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 -4.30478e-08 0.555556 1 | 0.329873,0.684987,0.764706


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 -4.30478e-08 0.62963 1 | 0.689222,0.980392,0.434448


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 -4.30478e-08 0.592593 1 | 0.862745,0.565013,0.743652


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 -4.30478e-08 0.555556 1 | 0.152614,0.0650827,0.721569


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 -4.30478e-08 0.62963 1 | 0.768627,0.461176,0.226067


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 -4.30478e-08 0.555556 1 | 0.627451,0.191926,0.525829


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 -4.30478e-08 0.62963 1 | 0.694118,0.00544406,0.349781


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.074074 0.592593 1 | 0.701961,0.459716,0.50009


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.074074 0.555556 1 | 0.211457,0.749712,0.980392


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.074074 0.62963 1 | 0.758408,0.917647,0.280692


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.074074 0.592593 1 | 0.952941,0.346048,0.302699


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.074074 0.555556 1 | 0.392157,0.169166,0.358708


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.074074 0.62963 1 | 0.768,0.32,0.8


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 0.074074 0.555556 1 | 0.780623,0.780623,0.921569


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.148148 0.074074 0.62963 1 | 0.540222,0.866667,0.482614


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.037037 0.555556 1 | 0.123583,0.704123,0.768627


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.111111 0.037037 0.62963 1 | 0.230065,0.690196,0.628845


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.037037 0.555556 1 | 0.894118,0.817913,0.322584


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.185185 0.037037 0.62963 1 | 0.772549,0.377186,0.363552


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.222222 0.481481 1 | 0.984314,0.72569,0.751552


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.222222 0.444444 1 | 0.666667,0.553813,0.183007


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.222222 0.518519 1 | 0.257901,0.509804,0.28729


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.222222 0.481481 1 | 0.196571,0.355614,0.65098


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.222222 0.444444 1 | 0.123829,0.301975,0.717647


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.222222 0.518519 1 | 0.583716,0.721569,0.498024


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.222222 0.444444 1 | 0.287197,0.516955,0.976471


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.222222 0.518519 1 | 0.16732,0.533333,0.0941176


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.296296 0.481481 1 | 0.478616,0.968627,0.699121


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.296296 0.444444 1 | 0.886275,0.40983,0.0695117


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.296296 0.518519 1 | 0.620346,0.625889,0.952941


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.296296 0.481481 1 | 0.804088,0.360185,0.827451


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.296296 0.444444 1 | 0.548866,0.843137,0.705811


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.296296 0.518519 1 | 0.0282968,0.785472,0.901961


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.296296 0.444444 1 | 0.255305,0.47451,0.243768


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.037037 0.296296 0.518519 1 | 0.490196,0.121107,0.416378


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.259259 0.444444 1 | 0.0927643,0.610858,0.815686


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.259259 0.518519 1 | 0.642838,0.152218,0.792157


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.259259 0.444444 1 | 0.361892,0.831373,0.502736


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.259259 0.518519 1 | 0.681615,0.976471,0.819214


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.222222 0.37037 1 | 0.976471,0.038293,0.632472


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.222222 0.333333 1 | 0.462976,0.87451,0.483552


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 -4.30478e-08 0.222222 0.407407 1 | 0.69564,0.0581315,0.741176


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.222222 0.37037 1 | 0.0348789,0.635294,0.285052


 box |  0.037037 0 0 0 0 0.037037 0 0 0 0 0.037037 0 0.074074 0.222222 0.333333 1 | 0.501961,0.133856,0.299503


